trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'a': 0.002, 'e': 1.0}",30,0,-185.73451621259312,"{0: 16, 1: 7, 2: 3, 3: 1, 4: 3}",0
2,False,"{'a': 0.002, 'e': 0.9999980000006666}",25,0,-86.67508162156018,"{0: 13, 1: 5, 2: 6, 3: 1, 4: 0}",0
3,False,"{'a': 0.002, 'e': 0.9999920000106667}",20,0,-68.73690398094902,"{0: 11, 1: 4, 2: 4, 3: 1, 4: 0}",0
4,False,"{'a': 0.002, 'e': 0.999982000054}",35,0,-202.7785863963095,"{0: 19, 1: 5, 2: 6, 3: 3, 4: 2}",0
5,False,"{'a': 0.002, 'e': 0.9999680001706663}",25,0,-145.3944230264861,"{0: 14, 1: 2, 2: 5, 3: 3, 4: 1}",0
6,False,"{'a': 0.002, 'e': 0.9999500004166653}",20,0,-141.34395504382434,"{0: 11, 1: 3, 2: 2, 3: 2, 4: 2}",0
7,False,"{'a': 0.002, 'e': 0.9999280008639958}",20,0,-153.2031796961688,"{0: 13, 1: 0, 2: 1, 3: 4, 4: 2}",0
8,False,"{'a': 0.002, 'e': 0.9999020016006562}",20,0,-80.84515398149281,"{0: 13, 1: 1, 2: 5, 3: 0, 4: 1}",0
9,False,"{'a': 0.002, 'e': 0.9998720027306434}",20,15,-4.55005617611349,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 0}",1
10,False,"{'a': 0.002, 'e': 0.9998380043739528}",25,0,-174.48020754356972,"{0: 13, 1: 0, 2: 7, 3: 4, 4: 1}",0
11,False,"{'a': 0.002, 'e': 0.9998000066665778}",20,13,-48.40473157440758,"{0: 4, 1: 1, 2: 1, 3: 0, 4: 1}",1
12,False,"{'a': 0.002, 'e': 0.9997580097605092}",30,0,-105.43772225923756,"{0: 21, 1: 0, 2: 7, 3: 1, 4: 1}",0
13,False,"{'a': 0.002, 'e': 0.9997120138237345}",20,0,-61.05177949938997,"{0: 13, 1: 5, 2: 1, 3: 0, 4: 1}",0
14,False,"{'a': 0.002, 'e': 0.9996620190402377}",20,0,-164.92086445132543,"{0: 12, 1: 0, 2: 4, 3: 1, 4: 3}",0
15,False,"{'a': 0.002, 'e': 0.9996080256099974}",20,0,-28.09261504600832,"{0: 14, 1: 2, 2: 4, 3: 0, 4: 0}",0
16,False,"{'a': 0.002, 'e': 0.9995500337489875}",30,0,-152.46730731604504,"{0: 19, 1: 2, 2: 5, 3: 2, 4: 2}",0
17,False,"{'a': 0.002, 'e': 0.9994880436891754}",20,0,-125.22973948904243,"{0: 12, 1: 1, 2: 5, 3: 0, 4: 2}",0
18,False,"{'a': 0.002, 'e': 0.9994220556785212}",20,0,-138.78737551368943,"{0: 10, 1: 4, 2: 1, 3: 4, 4: 1}",0
19,False,"{'a': 0.002, 'e': 0.9993520699809768}",20,0,-185.2549286893502,"{0: 10, 1: 1, 2: 5, 3: 1, 4: 3}",0
20,False,"{'a': 0.002, 'e': 0.9992780868764849}",25,0,-129.76630727347936,"{0: 12, 1: 6, 2: 5, 3: 1, 4: 1}",0
21,False,"{'a': 0.002, 'e': 0.9992001066609779}",20,0,-130.10192819317388,"{0: 9, 1: 2, 2: 7, 3: 1, 4: 1}",0
22,False,"{'a': 0.002, 'e': 0.9991181296463766}",20,0,-164.46136645712087,"{0: 9, 1: 3, 2: 4, 3: 2, 4: 2}",0
23,False,"{'a': 0.002, 'e': 0.9990321561605888}",20,0,-126.93425521701681,"{0: 9, 1: 3, 2: 6, 3: 1, 4: 1}",0
24,False,"{'a': 0.002, 'e': 0.9989421865475084}",35,0,-99.46601507878609,"{0: 22, 1: 4, 2: 8, 3: 1, 4: 0}",0
25,False,"{'a': 0.002, 'e': 0.9988482211670138}",30,9,-55.6271689635471,"{0: 13, 1: 3, 2: 4, 3: 1, 4: 0}",1
26,False,"{'a': 0.002, 'e': 0.9987502603949663}",25,3,-139.1219952264812,"{0: 13, 1: 1, 2: 5, 3: 1, 4: 2}",1
27,False,"{'a': 0.002, 'e': 0.9986483046232089}",20,0,-107.72555604420297,"{0: 10, 1: 5, 2: 3, 3: 1, 4: 1}",0
28,False,"{'a': 0.002, 'e': 0.9985423542595644}",20,0,-92.4377870333641,"{0: 13, 1: 1, 2: 4, 3: 1, 4: 1}",0
29,False,"{'a': 0.002, 'e': 0.9984324097278344}",30,0,-153.04043868813733,"{0: 15, 1: 6, 2: 6, 3: 2, 4: 1}",0
30,False,"{'a': 0.002, 'e': 0.9983184714677966}",20,6,-53.05218114926602,"{0: 8, 1: 1, 2: 4, 3: 1, 4: 0}",1
31,False,"{'a': 0.002, 'e': 0.9982005399352042}",20,0,-62.05212504779105,"{0: 11, 1: 4, 2: 5, 3: 0, 4: 0}",0
32,False,"{'a': 0.002, 'e': 0.9980786156017829}",25,0,-227.0084229818567,"{0: 13, 1: 4, 2: 2, 3: 2, 4: 4}",0
33,False,"{'a': 0.002, 'e': 0.99795269895523}",20,0,-83.27184365994917,"{0: 12, 1: 5, 2: 1, 3: 1, 4: 1}",0
34,False,"{'a': 0.002, 'e': 0.9978227904992117}",25,0,-136.226020518133,"{0: 13, 1: 6, 2: 4, 3: 0, 4: 2}",0
35,False,"{'a': 0.002, 'e': 0.9976888907533621}",20,9,-7.1593974986416935,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
36,False,"{'a': 0.002, 'e': 0.9975510002532796}",25,0,-72.4945333908283,"{0: 15, 1: 3, 2: 7, 3: 0, 4: 0}",0
37,False,"{'a': 0.002, 'e': 0.9974091195505261}",20,0,-52.01510317462946,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
38,False,"{'a': 0.002, 'e': 0.9972632492126244}",35,0,-124.21500093928084,"{0: 26, 1: 3, 2: 3, 3: 1, 4: 2}",0
39,False,"{'a': 0.002, 'e': 0.9971133898230555}",20,0,-47.33661159542715,"{0: 15, 1: 0, 2: 4, 3: 1, 4: 0}",0
40,False,"{'a': 0.002, 'e': 0.9969595419812568}",25,0,-174.65100689089576,"{0: 15, 1: 2, 2: 4, 3: 1, 4: 3}",0
41,False,"{'a': 0.002, 'e': 0.9968017063026194}",25,0,-133.33698099601986,"{0: 14, 1: 7, 2: 1, 3: 1, 4: 2}",0
42,False,"{'a': 0.002, 'e': 0.9966398834184859}",20,0,-145.37532468689278,"{0: 10, 1: 0, 2: 8, 3: 0, 4: 2}",0
43,False,"{'a': 0.002, 'e': 0.9964740739761475}",35,2,-187.93199330548566,"{0: 22, 1: 3, 2: 4, 3: 0, 4: 4}",1
44,False,"{'a': 0.002, 'e': 0.996304278638842}",20,0,-118.45957510835359,"{0: 11, 1: 3, 2: 2, 3: 3, 4: 1}",0
45,False,"{'a': 0.002, 'e': 0.9961304980857502}",20,3,-106.73601280886447,"{0: 12, 1: 0, 2: 2, 3: 1, 4: 2}",1
46,False,"{'a': 0.002, 'e': 0.9959527330119943}",20,0,-75.39492955576802,"{0: 13, 1: 4, 2: 1, 3: 1, 4: 1}",0
47,False,"{'a': 0.002, 'e': 0.9957709841286342}",30,0,-149.9452761822455,"{0: 16, 1: 6, 2: 6, 3: 0, 4: 2}",0
48,False,"{'a': 0.002, 'e': 0.9955852521626654}",20,0,-64.25278326906361,"{0: 12, 1: 3, 2: 4, 3: 1, 4: 0}",0
49,False,"{'a': 0.002, 'e': 0.9953955378570153}",25,0,-178.4894719215315,"{0: 13, 1: 0, 2: 9, 3: 1, 4: 2}",0
50,False,"{'a': 0.002, 'e': 0.995201841970541}",20,0,-136.19547320440319,"{0: 10, 1: 1, 2: 6, 3: 2, 4: 1}",0
51,False,"{'a': 0.002, 'e': 0.9950041652780258}",25,0,-45.57903805078196,"{0: 17, 1: 5, 2: 2, 3: 1, 4: 0}",0
52,False,"{'a': 0.002, 'e': 0.994802508570176}",20,0,-47.884293293573045,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
53,False,"{'a': 0.002, 'e': 0.9945968726536185}",30,3,-198.37480775309893,"{0: 14, 1: 2, 2: 7, 3: 1, 4: 3}",1
54,False,"{'a': 0.002, 'e': 0.9943872583508965}",30,4,-214.99020346957002,"{0: 16, 1: 3, 2: 2, 3: 0, 4: 5}",1
55,False,"{'a': 0.002, 'e': 0.9941736665004669}",25,0,-112.65071342098507,"{0: 16, 1: 1, 2: 6, 3: 1, 4: 1}",0
56,False,"{'a': 0.002, 'e': 0.9939560979566968}",20,0,-163.31046888286787,"{0: 13, 1: 0, 2: 2, 3: 2, 4: 3}",1
57,False,"{'a': 0.002, 'e': 0.9937345535898603}",20,0,-75.63510062733303,"{0: 14, 1: 1, 2: 3, 3: 1, 4: 1}",0
58,False,"{'a': 0.002, 'e': 0.9935090342861342}",20,0,-135.3899043957473,"{0: 11, 1: 1, 2: 6, 3: 0, 4: 2}",0
59,False,"{'a': 0.002, 'e': 0.9932795409475959}",25,0,-140.34723866319348,"{0: 17, 1: 2, 2: 3, 3: 0, 4: 3}",0
60,False,"{'a': 0.002, 'e': 0.993046074492218}",30,0,-196.51397866988964,"{0: 17, 1: 3, 2: 6, 3: 1, 4: 3}",0
61,False,"{'a': 0.002, 'e': 0.9928086358538663}",30,0,-130.34252553621116,"{0: 23, 1: 0, 2: 3, 3: 2, 4: 2}",0
62,False,"{'a': 0.002, 'e': 0.9925672259822949}",20,0,-153.80206983565654,"{0: 8, 1: 2, 2: 7, 3: 2, 4: 1}",0
63,False,"{'a': 0.002, 'e': 0.9923218458431429}",25,0,-224.81510278697635,"{0: 11, 1: 2, 2: 8, 3: 1, 4: 3}",0
64,False,"{'a': 0.002, 'e': 0.9920724964179307}",20,0,-164.05053796866184,"{0: 10, 1: 3, 2: 4, 3: 0, 4: 3}",0
65,False,"{'a': 0.002, 'e': 0.9918191787040556}",20,0,-123.86777027773883,"{0: 5, 1: 10, 2: 4, 3: 0, 4: 1}",0
66,False,"{'a': 0.002, 'e': 0.9915618937147881}",25,0,-110.49657770508689,"{0: 13, 1: 6, 2: 5, 3: 0, 4: 1}",0
67,False,"{'a': 0.002, 'e': 0.9913006424792677}",20,0,-39.35209382443141,"{0: 13, 1: 5, 2: 1, 3: 1, 4: 0}",0
68,False,"{'a': 0.002, 'e': 0.9910354260424993}",20,0,-68.58486298417868,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
69,False,"{'a': 0.002, 'e': 0.990766245465348}",25,0,-176.73765237299236,"{0: 14, 1: 0, 2: 7, 3: 2, 4: 2}",0
70,False,"{'a': 0.002, 'e': 0.9904931018245359}",30,15,-78.26397739623656,"{0: 9, 1: 1, 2: 3, 3: 1, 4: 1}",1
71,False,"{'a': 0.002, 'e': 0.9902159962126371}",20,0,-64.30890585254862,"{0: 12, 1: 2, 2: 5, 3: 1, 4: 0}",0
72,False,"{'a': 0.002, 'e': 0.9899349297380738}",30,0,-133.63076419229156,"{0: 20, 1: 3, 2: 4, 3: 1, 4: 2}",0
73,False,"{'a': 0.002, 'e': 0.9896499035251115}",25,0,-189.91012782618887,"{0: 11, 1: 3, 2: 8, 3: 1, 4: 2}",0
74,False,"{'a': 0.002, 'e': 0.9893609187138546}",30,0,-180.57404721423725,"{0: 17, 1: 5, 2: 4, 3: 1, 4: 3}",0
75,False,"{'a': 0.002, 'e': 0.989067976460242}",25,0,-148.54223278461507,"{0: 13, 1: 3, 2: 7, 3: 0, 4: 2}",0
76,False,"{'a': 0.002, 'e': 0.9887710779360422}",25,0,-114.69337265241495,"{0: 14, 1: 2, 2: 8, 3: 0, 4: 1}",0
77,False,"{'a': 0.002, 'e': 0.9884702243288492}",20,0,-141.80195532271205,"{0: 10, 1: 3, 2: 4, 3: 1, 4: 2}",0
78,False,"{'a': 0.002, 'e': 0.9881654168420767}",20,0,-32.192751763207234,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
79,False,"{'a': 0.002, 'e': 0.9878566566949545}",20,11,-0.6436957300610189,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 0}",1
80,False,"{'a': 0.002, 'e': 0.9875439451225226}",25,0,-77.30657197421178,"{0: 16, 1: 6, 2: 0, 3: 3, 4: 0}",0
81,False,"{'a': 0.002, 'e': 0.9872272833756269}",30,0,-148.63810913929976,"{0: 17, 1: 5, 2: 6, 3: 0, 4: 2}",0
82,False,"{'a': 0.002, 'e': 0.986906672720914}",20,14,-6.573521459202267,"{0: 4, 1: 2, 2: 0, 3: 0, 4: 0}",1
83,False,"{'a': 0.002, 'e': 0.9865821144408262}",20,0,-49.4183569662481,"{0: 13, 1: 1, 2: 6, 3: 0, 4: 0}",0
84,False,"{'a': 0.002, 'e': 0.986253609833596}",20,0,-88.90357626113828,"{0: 11, 1: 3, 2: 5, 3: 0, 4: 1}",0
85,False,"{'a': 0.002, 'e': 0.9859211602132415}",20,0,-159.46470997976618,"{0: 12, 1: 2, 2: 2, 3: 1, 4: 3}",0
86,False,"{'a': 0.002, 'e': 0.9855847669095608}",20,0,-155.74758442285963,"{0: 9, 1: 3, 2: 3, 3: 4, 4: 1}",0
87,False,"{'a': 0.002, 'e': 0.9852444312681263}",20,12,-32.94286581114186,"{0: 5, 1: 0, 2: 2, 3: 1, 4: 0}",1
88,False,"{'a': 0.002, 'e': 0.9849001546502806}",20,0,-163.53871162107282,"{0: 9, 1: 4, 2: 3, 3: 2, 4: 2}",0
89,False,"{'a': 0.002, 'e': 0.9845519384331295}",25,11,-61.06902936930661,"{0: 8, 1: 3, 2: 2, 3: 0, 4: 1}",1
90,False,"{'a': 0.002, 'e': 0.9841997840095373}",20,0,-57.23407021001847,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
91,False,"{'a': 0.002, 'e': 0.9838436927881214}",20,0,-73.65128533453961,"{0: 9, 1: 7, 2: 3, 3: 1, 4: 0}",0
92,False,"{'a': 0.002, 'e': 0.9834836661932461}",20,0,-76.63640357719332,"{0: 12, 1: 4, 2: 3, 3: 0, 4: 1}",0
93,False,"{'a': 0.002, 'e': 0.9831197056650174}",25,0,-151.93886094265434,"{0: 13, 1: 4, 2: 5, 3: 1, 4: 2}",0
94,False,"{'a': 0.002, 'e': 0.9827518126592768}",20,0,-130.49510937458146,"{0: 10, 1: 3, 2: 5, 3: 0, 4: 2}",0
95,False,"{'a': 0.002, 'e': 0.9823799886475959}",20,0,-107.0990635781372,"{0: 10, 1: 4, 2: 4, 3: 1, 4: 1}",0
96,False,"{'a': 0.002, 'e': 0.9820042351172703}",25,0,-156.12414032330526,"{0: 12, 1: 5, 2: 5, 3: 1, 4: 2}",0
97,False,"{'a': 0.002, 'e': 0.9816245535713135}",30,0,-181.33102696511747,"{0: 16, 1: 6, 2: 5, 3: 0, 4: 3}",0
98,False,"{'a': 0.002, 'e': 0.9812409455284513}",30,0,-124.52214240857444,"{0: 17, 1: 4, 2: 8, 3: 0, 4: 1}",0
99,False,"{'a': 0.002, 'e': 0.9808534125231153}",35,0,-201.2881174075638,"{0: 19, 1: 4, 2: 8, 3: 2, 4: 2}",0
100,False,"{'a': 0.002, 'e': 0.9804619561054371}",20,0,-108.79216863158474,"{0: 10, 1: 4, 2: 4, 3: 1, 4: 1}",0
101,False,"{'a': 0.002, 'e': 0.9800665778412416}",30,13,-106.80014520919576,"{0: 10, 1: 1, 2: 4, 3: 0, 4: 2}",1
102,False,"{'a': 0.002, 'e': 0.9796672793120416}",30,0,-88.84935661948138,"{0: 20, 1: 3, 2: 6, 3: 0, 4: 1}",1
103,False,"{'a': 0.002, 'e': 0.9792640621150305}",20,0,-93.4976011858151,"{0: 10, 1: 5, 2: 4, 3: 0, 4: 1}",0
104,False,"{'a': 0.002, 'e': 0.9788569278630767}",20,1,-100.29341219015356,"{0: 10, 1: 3, 2: 5, 3: 0, 4: 1}",1
105,False,"{'a': 0.002, 'e': 0.9784458781847165}",25,8,-13.509682229587678,"{0: 14, 1: 0, 2: 3, 3: 0, 4: 0}",1
106,False,"{'a': 0.002, 'e': 0.9780309147241483}",25,0,-106.64784544635252,"{0: 18, 1: 0, 2: 5, 3: 0, 4: 2}",0
107,False,"{'a': 0.002, 'e': 0.9776120391412251}",20,0,-141.36613050078915,"{0: 11, 1: 1, 2: 5, 3: 1, 4: 2}",0
108,False,"{'a': 0.002, 'e': 0.9771892531114489}",30,0,-209.66212178092223,"{0: 19, 1: 3, 2: 2, 3: 2, 4: 4}",0
109,False,"{'a': 0.002, 'e': 0.9767625583259631}",25,2,-206.61136784891346,"{0: 13, 1: 2, 2: 3, 3: 1, 4: 4}",1
110,False,"{'a': 0.002, 'e': 0.9763319564915464}",30,0,-193.1984679771831,"{0: 15, 1: 4, 2: 7, 3: 2, 4: 2}",0
111,False,"{'a': 0.002, 'e': 0.9758974493306055}",20,0,-85.05259196581014,"{0: 13, 1: 1, 2: 3, 3: 3, 4: 0}",0
112,False,"{'a': 0.002, 'e': 0.9754590385811684}",20,0,-87.66994067606501,"{0: 14, 1: 0, 2: 4, 3: 1, 4: 1}",0
113,False,"{'a': 0.002, 'e': 0.9750167259968777}",25,0,-81.75737965428718,"{0: 18, 1: 2, 2: 3, 3: 1, 4: 1}",0
114,False,"{'a': 0.002, 'e': 0.974570513346983}",20,0,-70.82664592969986,"{0: 12, 1: 2, 2: 5, 3: 1, 4: 0}",0
115,False,"{'a': 0.002, 'e': 0.9741204024163344}",25,0,-93.24480037984269,"{0: 16, 1: 3, 2: 5, 3: 0, 4: 1}",0
116,False,"{'a': 0.002, 'e': 0.9736663950053749}",20,0,-168.96573477809065,"{0: 9, 1: 2, 2: 5, 3: 2, 4: 2}",0
117,False,"{'a': 0.002, 'e': 0.9732084929301336}",20,0,-112.9013712794924,"{0: 8, 1: 5, 2: 6, 3: 0, 4: 1}",0
118,False,"{'a': 0.002, 'e': 0.9727466980222181}",30,0,-274.40469391820403,"{0: 15, 1: 0, 2: 9, 3: 2, 4: 4}",0
119,False,"{'a': 0.002, 'e': 0.9722810121288076}",25,0,-170.49190556960278,"{0: 16, 1: 0, 2: 5, 3: 1, 4: 3}",0
120,False,"{'a': 0.002, 'e': 0.971811437112645}",20,0,-95.50853465216369,"{0: 11, 1: 2, 2: 6, 3: 0, 4: 1}",0
121,False,"{'a': 0.002, 'e': 0.9713379748520296}",25,0,-244.5134065575658,"{0: 9, 1: 5, 2: 5, 3: 3, 4: 3}",0
122,False,"{'a': 0.002, 'e': 0.97086062724081}",30,0,-92.9468853570299,"{0: 21, 1: 3, 2: 4, 3: 1, 4: 1}",0
123,False,"{'a': 0.002, 'e': 0.9703793961883759}",25,0,-103.51456471897309,"{0: 14, 1: 3, 2: 6, 3: 2, 4: 0}",0
124,False,"{'a': 0.002, 'e': 0.9698942836196508}",35,0,-237.12655532302315,"{0: 18, 1: 5, 2: 7, 3: 2, 4: 3}",0
125,False,"{'a': 0.002, 'e': 0.9694052914750845}",25,0,-125.93745331543404,"{0: 12, 1: 3, 2: 9, 3: 0, 4: 1}",0
126,False,"{'a': 0.002, 'e': 0.9689124217106447}",20,0,-69.22216169641443,"{0: 13, 1: 2, 2: 3, 3: 2, 4: 0}",0
127,False,"{'a': 0.002, 'e': 0.9684156762978101}",20,0,-180.13339597352643,"{0: 9, 1: 2, 2: 6, 3: 0, 4: 3}",0
128,False,"{'a': 0.002, 'e': 0.9679150572235615}",20,0,-48.77989541588964,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
129,False,"{'a': 0.002, 'e': 0.9674105664903746}",20,0,-169.4754909287845,"{0: 9, 1: 2, 2: 5, 3: 2, 4: 2}",0
130,False,"{'a': 0.002, 'e': 0.9669022061162116}",20,0,-60.05500933299432,"{0: 15, 1: 2, 2: 1, 3: 1, 4: 1}",0
131,False,"{'a': 0.002, 'e': 0.9663899781345132}",35,0,-235.34798478217908,"{0: 17, 1: 5, 2: 9, 3: 1, 4: 3}",0
132,False,"{'a': 0.002, 'e': 0.9658738845941909}",20,0,-152.56649547756084,"{0: 8, 1: 3, 2: 7, 3: 0, 4: 2}",0
133,False,"{'a': 0.002, 'e': 0.965353927559618}",25,4,-113.31783064930053,"{0: 12, 1: 2, 2: 4, 3: 2, 4: 1}",1
134,False,"{'a': 0.002, 'e': 0.9648301091106221}",20,0,-127.77830771528966,"{0: 12, 1: 2, 2: 3, 3: 1, 4: 2}",0
135,False,"{'a': 0.002, 'e': 0.9643024313424761}",20,0,-209.71535739400994,"{0: 10, 1: 2, 2: 3, 3: 1, 4: 4}",0
136,False,"{'a': 0.002, 'e': 0.9637708963658905}",20,0,-72.82490855894767,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
137,False,"{'a': 0.002, 'e': 0.9632355063070045}",20,0,-7.489719886958133,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
138,False,"{'a': 0.002, 'e': 0.9626962633073776}",20,0,-38.07545773726874,"{0: 14, 1: 1, 2: 5, 3: 0, 4: 0}",0
139,False,"{'a': 0.002, 'e': 0.9621531695239809}",20,0,-79.84552355663227,"{0: 11, 1: 3, 2: 4, 3: 2, 4: 0}",0
140,False,"{'a': 0.002, 'e': 0.9616062271291891}",20,0,-122.93034279691331,"{0: 10, 1: 3, 2: 4, 3: 2, 4: 1}",0
141,False,"{'a': 0.002, 'e': 0.9610554383107709}",30,0,-98.46149896219364,"{0: 21, 1: 0, 2: 7, 3: 1, 4: 1}",0
142,False,"{'a': 0.002, 'e': 0.960500805271881}",25,0,-112.65388888369499,"{0: 13, 1: 1, 2: 10, 3: 1, 4: 0}",0
143,False,"{'a': 0.002, 'e': 0.9599423302310505}",30,0,-120.48301507060374,"{0: 18, 1: 4, 2: 6, 3: 1, 4: 1}",0
144,False,"{'a': 0.002, 'e': 0.959380015422179}",25,0,-130.40167347385284,"{0: 14, 1: 3, 2: 5, 3: 2, 4: 1}",0
145,False,"{'a': 0.002, 'e': 0.9588138630945251}",30,0,-124.08284864465239,"{0: 20, 1: 3, 2: 5, 3: 0, 4: 2}",0
146,False,"{'a': 0.002, 'e': 0.9582438755126972}",20,0,-118.66703365312205,"{0: 11, 1: 1, 2: 6, 3: 1, 4: 1}",0
147,False,"{'a': 0.002, 'e': 0.9576700549566448}",20,0,-41.11005716447815,"{0: 16, 1: 0, 2: 3, 3: 1, 4: 0}",0
148,False,"{'a': 0.002, 'e': 0.9570924037216496}",25,0,-87.90457636565232,"{0: 15, 1: 3, 2: 5, 3: 2, 4: 0}",0
149,False,"{'a': 0.002, 'e': 0.9565109241183156}",25,0,-154.61759236119562,"{0: 15, 1: 4, 2: 3, 3: 0, 4: 3}",0
150,False,"{'a': 0.002, 'e': 0.9559256184725605}",30,0,-179.71416107363248,"{0: 21, 1: 1, 2: 4, 3: 0, 4: 4}",0
151,False,"{'a': 0.002, 'e': 0.955336489125606}",20,0,-124.8831567132305,"{0: 11, 1: 0, 2: 6, 3: 2, 4: 1}",0
152,False,"{'a': 0.002, 'e': 0.9547435384339689}",20,0,-87.9588948261316,"{0: 11, 1: 4, 2: 4, 3: 0, 4: 1}",0
153,False,"{'a': 0.002, 'e': 0.9541467687694509}",20,0,-78.5232055029432,"{0: 13, 1: 1, 2: 3, 3: 3, 4: 0}",0
154,False,"{'a': 0.002, 'e': 0.9535461825191301}",30,0,-174.035234745773,"{0: 16, 1: 4, 2: 5, 3: 4, 4: 1}",0
155,False,"{'a': 0.002, 'e': 0.9529417820853506}",20,14,-5.197277873538411,"{0: 4, 1: 2, 2: 0, 3: 0, 4: 0}",1
156,False,"{'a': 0.002, 'e': 0.9523335698857134}",25,14,-3.450121614885121,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 0}",1
157,False,"{'a': 0.002, 'e': 0.9517215483530664}",25,0,-84.70519209863359,"{0: 16, 1: 1, 2: 6, 3: 2, 4: 0}",0
158,False,"{'a': 0.002, 'e': 0.951105719935495}",25,0,-114.59554281225692,"{0: 14, 1: 2, 2: 6, 3: 3, 4: 0}",0
159,False,"{'a': 0.002, 'e': 0.9504860870963119}",25,0,-63.542897443057264,"{0: 19, 1: 1, 2: 4, 3: 0, 4: 1}",0
160,False,"{'a': 0.002, 'e': 0.9498626523140478}",25,0,-136.451973956683,"{0: 15, 1: 3, 2: 4, 3: 1, 4: 2}",0
161,False,"{'a': 0.002, 'e': 0.9492354180824408}",20,0,-47.88933748784533,"{0: 12, 1: 4, 2: 4, 3: 0, 4: 0}",0
162,False,"{'a': 0.002, 'e': 0.9486043869104273}",30,0,-100.90110852021427,"{0: 20, 1: 2, 2: 7, 3: 0, 4: 1}",0
163,False,"{'a': 0.002, 'e': 0.9479695613221308}",25,0,-179.8795632757045,"{0: 13, 1: 3, 2: 6, 3: 0, 4: 3}",0
164,False,"{'a': 0.002, 'e': 0.9473309438568531}",20,0,-158.99995368905567,"{0: 11, 1: 1, 2: 5, 3: 0, 4: 3}",0
165,False,"{'a': 0.002, 'e': 0.9466885370690631}",25,0,-126.09391440442926,"{0: 15, 1: 4, 2: 4, 3: 0, 4: 2}",0
166,False,"{'a': 0.002, 'e': 0.946042343528387}",25,0,-159.71339399724138,"{0: 14, 1: 2, 2: 6, 3: 1, 4: 2}",0
167,False,"{'a': 0.002, 'e': 0.9453923658195982}",20,0,-86.5044126295938,"{0: 13, 1: 2, 2: 3, 3: 1, 4: 1}",0
168,False,"{'a': 0.002, 'e': 0.9447386065426066}",30,0,-152.08686009135045,"{0: 17, 1: 2, 2: 8, 3: 2, 4: 1}",0
169,False,"{'a': 0.002, 'e': 0.9440810683124485}",25,0,-181.69636959735192,"{0: 12, 1: 4, 2: 5, 3: 2, 4: 2}",0
170,False,"{'a': 0.002, 'e': 0.9434197537592759}",20,0,-92.268195160887,"{0: 12, 1: 4, 2: 1, 3: 2, 4: 1}",0
171,False,"{'a': 0.002, 'e': 0.9427546655283462}",25,9,-54.15423657207167,"{0: 9, 1: 1, 2: 6, 3: 0, 4: 0}",1
172,False,"{'a': 0.002, 'e': 0.9420858062800114}",25,0,-127.04487811108226,"{0: 15, 1: 4, 2: 4, 3: 0, 4: 2}",0
173,False,"{'a': 0.002, 'e': 0.9414131786897075}",20,2,-108.02891676005866,"{0: 9, 1: 2, 2: 5, 3: 1, 4: 1}",1
174,False,"{'a': 0.002, 'e': 0.9407367854479443}",20,0,-103.5176498253661,"{0: 13, 1: 4, 2: 0, 3: 1, 4: 2}",0
175,False,"{'a': 0.002, 'e': 0.9400566292602934}",20,0,-101.19063893763116,"{0: 11, 1: 2, 2: 6, 3: 0, 4: 1}",0
176,False,"{'a': 0.002, 'e': 0.9393727128473789}",25,0,-127.23948739430266,"{0: 15, 1: 2, 2: 5, 3: 2, 4: 1}",0
177,False,"{'a': 0.002, 'e': 0.9386850389448655}",30,0,-78.96966689984379,"{0: 18, 1: 6, 2: 5, 3: 1, 4: 0}",0
178,False,"{'a': 0.002, 'e': 0.937993610303448}",25,1,-107.40019259470306,"{0: 17, 1: 1, 2: 4, 3: 0, 4: 2}",1
179,False,"{'a': 0.002, 'e': 0.9372984296888399}",25,4,-54.15083658122744,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 1}",1
180,False,"{'a': 0.002, 'e': 0.9365994998817627}",25,0,-34.8202322307031,"{0: 18, 1: 5, 2: 1, 3: 1, 4: 0}",0
181,False,"{'a': 0.002, 'e': 0.9358968236779348}",20,0,-117.53067530394,"{0: 13, 1: 1, 2: 3, 3: 1, 4: 2}",0
182,False,"{'a': 0.002, 'e': 0.9351904038880602}",25,0,-108.88925070396621,"{0: 14, 1: 5, 2: 4, 3: 1, 4: 1}",0
183,False,"{'a': 0.002, 'e': 0.9344802433378168}",20,0,-118.28412338661626,"{0: 9, 1: 4, 2: 5, 3: 1, 4: 1}",0
184,False,"{'a': 0.002, 'e': 0.933766344867846}",35,0,-151.86053448863152,"{0: 22, 1: 4, 2: 6, 3: 1, 4: 2}",0
